input_token,a,adjusts,an,and,applies,attention,be,between,bias,by,can,change,chosen,collection,conditions,corpus,create,data,descent,determines,does,during,embedding,emphasizes,error,fact,fit,from,function,functions,gradient,gradients,has,helps,improvement,in,inference,input,inputs,instruct,intent,is,itself,know,language,large,learn,learned,likelihood,maps,mathematical,meaning,mechanism,method,minimization,model,network,neural,next,no,nonlinear,not,number,numeric,of,offset,on,one,optimization,output,outputs,over,parameter,parameters,part,patterns,people,predicted,prediction,predictor,predicts,probabilities,probability,produces,prompt,reason,reduces,relevant,repeated,represents,scales,shifts,slows,statistical,stops,sum,sums,text,the,to,token,tokens,trained,training,truth,understand,understanding,unit,updated,updates,using,vector,weight,weighted,weighting,what,when,word,zero
reduces,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
relevant,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
repeated,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
represents,4.0094,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,4.0413,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688
scales,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
shifts,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
slows,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
statistical,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
stops,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369
sum,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
sums,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
text,7.2722,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616,-0.0616
the,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
to,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,4.0413,-0.0688,-0.0688,4.0094,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688
token,-0.1726,-0.1726,4.6558,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,4.5672,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,3.5101,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,3.4766,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,3.4657,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726,-0.1726
tokens,4.0094,-0.0688,-0.0688,-0.0688,-0.0688,4.0413,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688
trained,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.8214,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.7740,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,3.7975,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982,-0.0982
training,4.8157,3.6266,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,3.6119,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,3.6416,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365,-0.1365
truth,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
